,IsRecentlyVerified,DateLastVerified,ID,UUID,DataProviderID,OperatorID,UsageTypeID,UsageCost,Connections,NumberOfPoints,StatusTypeID,DateLastStatusUpdate,DataQualityLevel,DateCreated,SubmissionStatusTypeID,AddressInfo.ID,AddressInfo.Title,AddressInfo.AddressLine1,AddressInfo.Town,AddressInfo.StateOrProvince,AddressInfo.Postcode,AddressInfo.CountryID,AddressInfo.Latitude,AddressInfo.Longitude,AddressInfo.ContactTelephone1,AddressInfo.RelatedURL,AddressInfo.DistanceUnit,AddressInfo.AddressLine2,DataProvidersReference,AddressInfo.ContactEmail,AddressInfo.AccessComments,GeneralComments,OperatorsReference,AddressInfo.ContactTelephone2,ID,ConnectionTypeID,StatusTypeID,LevelID,PowerKW,CurrentTypeID,Quantity,Reference,Amps,Voltage,Comments
88,True,2025-07-03T07:16:00Z,456418,3E73D59E-B23B-44EF-93B9-E0239DABB8F0,38,3632.0,4.0,,"[{'ID': 765766, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 60, 'Voltage': 500, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 765767, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 60, 'Voltage': 500, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 765768, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 60, 'Voltage': 500, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 1}]",,50,2025-07-03T07:16:00Z,1,2025-06-21T09:42:00Z,200,456807,Basic-Fit 1203 Deurne Fabriekstraat (PowerGo),Fabriekstraat 24,Deurne,,5753 AH,159,51.4544679,5.79286247,,,0,,25325,,,,,,765766.0,33.0,50.0,3.0,30.0,30.0,1.0,1,60.0,500.0,
89,True,2025-07-03T07:16:00Z,456417,F42B07F5-B43E-4239-BA5E-B8D23DFD9A9E,38,3632.0,4.0,,"[{'ID': 765763, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 60, 'Voltage': 500, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 765764, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 60, 'Voltage': 500, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 765765, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 60, 'Voltage': 500, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 1}]",,50,2025-07-03T07:16:00Z,1,2025-06-21T09:42:00Z,200,456806,Basic-Fit 1166 Eindhoven Limburglaan (PowerGo),Limburglaan 36,Eindhoven,,5652 AA,159,51.43222478,5.45239931,,,0,,23615,,,,,,765763.0,33.0,50.0,3.0,30.0,30.0,1.0,1,60.0,500.0,
90,True,2025-07-03T07:16:00Z,456416,04A30A2F-74B7-4741-8A9D-FFA7A18443C5,38,3632.0,4.0,,"[{'ID': 765761, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 100, 'Voltage': 500, 'PowerKW': 50, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 765762, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 100, 'Voltage': 500, 'PowerKW': 50, 'CurrentTypeID': 30, 'Quantity': 1}]",,50,2025-07-03T07:16:00Z,1,2025-06-21T09:42:00Z,200,456805,Jumbo 3833 Hoogerheide Raadhuisstraat (PowerGo),Raadhuisstraat 87,Hoogerheide,,4631 NC,159,51.42529139,4.32361667,,,0,,29296,,,,,,765761.0,33.0,50.0,3.0,50.0,30.0,1.0,1,100.0,500.0,
91,True,2025-07-03T07:16:00Z,456413,238C218E-A717-4982-BA39-2ABFC2E65CCC,38,3632.0,4.0,,"[{'ID': 765754, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 180, 'Voltage': 500, 'PowerKW': 90, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 765755, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 180, 'Voltage': 500, 'PowerKW': 90, 'CurrentTypeID': 30, 'Quantity': 1}]",,50,2025-07-03T07:16:00Z,1,2025-06-21T09:42:00Z,200,456802,Jumbo 3193 Aardenburg Peurssenstraat (PowerGo),Peurssensstraat 21,Aardenburg,,4527BK,159,51.275006,3.4446015,,,0,,19070,,,,,,765754.0,33.0,50.0,3.0,90.0,30.0,1.0,1,180.0,500.0,
92,True,2025-07-03T07:16:00Z,456406,C53A1849-A51B-42E7-A356-9F20F0024BB2,38,3632.0,4.0,,"[{'ID': 765737, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 60, 'Voltage': 500, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 765738, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 60, 'Voltage': 500, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 1}]",,50,2025-07-03T07:16:00Z,1,2025-06-21T09:42:00Z,200,456795,Basic-Fit 1098 Sittard Limbrichterweg (PowerGo),Limbrichterweg 78,Sittard,,6135 GJ,159,51.00709398,5.84627541,,,0,,23609,,,,,,765737.0,33.0,50.0,3.0,30.0,30.0,1.0,1,60.0,500.0,
93,True,2025-07-03T07:16:00Z,456404,29312918-59E6-40A0-8B8D-F62088D46F03,38,3632.0,4.0,,"[{'ID': 765729, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 60, 'Voltage': 500, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 765730, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 60, 'Voltage': 500, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 765731, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 60, 'Voltage': 500, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 1}]",,50,2025-07-03T07:16:00Z,1,2025-06-21T09:42:00Z,200,456793,Basic-Fit 1133 Brunssum Haefland (PowerGo),Haefland 2,Brunssum,,6441 PA,159,50.95854906,5.97302754,,,0,,25324,,,,,,765729.0,33.0,50.0,3.0,30.0,30.0,1.0,1,60.0,500.0,
94,True,2025-06-12T19:14:00Z,313477,F9126BCC-A961-4753-9B9D-0CA06AB689C6,1,3387.0,4.0,,"[{'ID': 603716, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 11, 'Quantity': 2}]",2.0,50,2025-06-12T19:14:00Z,1,2025-06-09T19:10:00Z,200,313866,Last Mile Solutions,Jacques Presserhof 26,Rotterdam ,,,159,51.94786572729845,4.456203233765791,,,0,,,,,,,,603716.0,25.0,50.0,2.0,11.0,,2.0,,,,
95,True,2025-06-11T14:01:00Z,313370,C694A546-94FF-4F01-B05D-F9C19B106699,1,1.0,4.0,,"[{'ID': 603524, 'ConnectionTypeID': 25, 'Reference': 'lastmilesolutions', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 11, 'CurrentTypeID': 20, 'Quantity': 2}]",2.0,50,2025-06-11T14:01:00Z,1,2025-06-08T10:30:00Z,200,313759,EQUANS-oplaadstation,Isaäc Da Costastraat 185,Hellevoetsluis,Nederland,3221 TD,159,51.83373661602042,4.135614396999242,,,0,,,,,,,,603524.0,25.0,50.0,2.0,11.0,20.0,2.0,lastmilesolutions,,,
96,True,2025-06-10T13:14:00Z,313350,B8AB818C-B71C-42B8-80BD-1774C6522F84,1,1.0,6.0,Free,"[{'ID': 603484, 'ConnectionTypeID': 28, 'StatusTypeID': 50, 'Quantity': 8}]",8.0,50,2025-06-10T13:14:00Z,1,2025-06-07T13:10:00Z,200,313739,Lumen,Droevendaalsesteeg 3,Wageningen,Gelderland,6708 PB,159,51.98811875235097,5.667171563799229,,,0,,,,,,,,603484.0,28.0,50.0,,,,8.0,,,,
97,True,2025-06-10T13:09:00Z,313349,74222EA3-8270-4801-B972-5E3F3BF026DC,1,1.0,6.0,,"[{'ID': 603483, 'ConnectionTypeID': 25, 'StatusTypeID': 100, 'Quantity': 2}]",2.0,100,2025-06-10T13:09:00Z,1,2025-06-07T13:04:00Z,200,313738,Lumen,Droevendaalsesteeg 3,Wageningen,Gelderland,6708 PB,159,51.98718260007058,5.666934747546065,,,0,,,,,,,,603483.0,25.0,100.0,,,,2.0,,,,
98,True,2025-06-06T15:24:00Z,313057,943CD64D-88E6-4CC1-9BB2-3944E5EBA929,1,3534.0,4.0,,"[{'ID': 603172, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 250, 'CurrentTypeID': 30, 'Quantity': 20}]",20.0,50,2025-06-06T15:24:00Z,1,2025-06-03T14:23:00Z,200,313446,Tesla Supercharger Wolvega,10 Atalanta,,,,159,52.880495,6.021328,,,0,,,,,,,,603172.0,33.0,50.0,3.0,250.0,30.0,20.0,,,,
99,True,2025-06-06T15:24:00Z,313056,9909C2E6-74E3-4F4E-BB80-E1EF559D0E2A,1,3534.0,4.0,,"[{'ID': 603171, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 250, 'CurrentTypeID': 30, 'Quantity': 16}]",16.0,50,2025-06-06T15:24:00Z,1,2025-06-03T14:23:00Z,200,313445,Tesla Supercharger Sassenheim,Sassenheim,,,,159,52.213255,4.503421,,,0,,,,,,,,603171.0,33.0,50.0,3.0,250.0,30.0,16.0,,,,
100,True,2025-06-06T15:24:00Z,313055,50B72C80-C6BD-40CF-ABE9-AED6DE2836A8,1,3534.0,4.0,,"[{'ID': 603170, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 250, 'CurrentTypeID': 30, 'Quantity': 12}]",12.0,50,2025-06-06T15:24:00Z,1,2025-06-03T14:23:00Z,200,313444,Tesla Supercharger Haarlem,2 Toekanweg,,,,159,52.369266,4.648278,,,0,,,,,,,,603170.0,33.0,50.0,3.0,250.0,30.0,12.0,,,,
101,True,2025-06-06T15:24:00Z,313054,0AB05F11-AA9C-4682-90F2-182AD1D8E998,1,3534.0,4.0,,"[{'ID': 603169, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 250, 'CurrentTypeID': 30, 'Quantity': 24}]",24.0,50,2025-06-06T15:24:00Z,1,2025-06-03T14:21:00Z,200,313443,Tesla Supercharger Ridderkerk,1 Krommeweg,,,,159,51.867901,4.557753,,,0,,,,,,,,603169.0,33.0,50.0,3.0,250.0,30.0,24.0,,,,
102,True,2025-06-06T15:24:00Z,313053,85601165-0473-42A4-A708-5C71917F727F,1,3534.0,4.0,,"[{'ID': 603168, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 250, 'CurrentTypeID': 30, 'Quantity': 12}]",12.0,50,2025-06-06T15:24:00Z,1,2025-06-03T14:19:00Z,200,313442,Tesla Supercharger Gorinchem,7 Franklinweg,,,,159,51.841363,5.009041,,,0,,,,,,,,603168.0,33.0,50.0,3.0,250.0,30.0,12.0,,,,
103,True,2025-06-06T15:24:00Z,313052,0BF65B9D-923F-4E35-9097-DC783066DC5E,1,3534.0,4.0,,"[{'ID': 603167, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 250, 'CurrentTypeID': 30, 'Quantity': 12}]",12.0,50,2025-06-06T15:24:00Z,1,2025-06-03T14:14:00Z,200,313441,Tesla Supercharger Nieuwerkerk aan den IJssel,185 Parallelweg Zuid,,,,159,51.978417,4.618879,,,0,,,,,,,,603167.0,33.0,50.0,3.0,250.0,30.0,12.0,,,,
104,True,2025-06-06T15:24:00Z,313051,6C25B9AF-D3F0-4F51-8509-F23CEEA89756,1,3534.0,4.0,,"[{'ID': 603166, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 250, 'CurrentTypeID': 30, 'Quantity': 16}]",16.0,50,2025-06-06T15:24:00Z,1,2025-06-03T14:13:00Z,200,313440,Tesla Supercharger Weert,101 Eindhovenseweg,,,,159,51.2817204,5.65095,,,0,,,,,,,,603166.0,33.0,50.0,3.0,250.0,30.0,16.0,,,,
105,True,2025-06-06T15:24:00Z,313050,C8D8E42A-EF77-4BA5-AF4F-69E40266705C,1,3534.0,4.0,,"[{'ID': 603165, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 250, 'CurrentTypeID': 30, 'Quantity': 12}]",12.0,50,2025-06-06T15:24:00Z,1,2025-06-03T14:13:00Z,200,313439,Tesla Supercharger Venray,Hotel Asteria Venray,,,,159,51.547096,5.996985,,,0,,,,,,,,603165.0,33.0,50.0,3.0,250.0,30.0,12.0,,,,
106,True,2025-06-06T15:24:00Z,313049,6A7804B4-6E70-4291-9DB5-66318ABC2FAA,1,3534.0,4.0,,"[{'ID': 603164, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 250, 'CurrentTypeID': 30, 'Quantity': 16}]",16.0,50,2025-06-06T15:24:00Z,1,2025-06-03T14:13:00Z,200,313438,Tesla Supercharger Tilburg,Tilburg,,,,159,51.5431836,5.1119267,,,0,,,,,,,,603164.0,33.0,50.0,3.0,250.0,30.0,16.0,,,,
107,True,2025-06-06T15:24:00Z,313048,AA30EF1C-78D4-4572-9E2A-948A85A096A4,1,3534.0,4.0,,"[{'ID': 603163, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 250, 'CurrentTypeID': 30, 'Quantity': 16}]",16.0,50,2025-06-06T15:24:00Z,1,2025-06-03T14:13:00Z,200,313437,Tesla Supercharger Schiedam,Van Der Valk Schiedam,,,,159,51.924806,4.372265,,,0,,,,,,,,603163.0,33.0,50.0,3.0,250.0,30.0,16.0,,,,
108,True,2025-06-06T15:24:00Z,313047,40FC10CB-32EC-4C32-8A05-61DC410FD2E5,1,3534.0,4.0,,"[{'ID': 603162, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 250, 'CurrentTypeID': 30, 'Quantity': 16}]",16.0,50,2025-06-06T15:24:00Z,1,2025-06-03T14:13:00Z,200,313436,Tesla Supercharger Roosendaal,2 Emmerblok,,,,159,51.566522,4.469804,,,0,,,,,,,,603162.0,33.0,50.0,3.0,250.0,30.0,16.0,,,,
109,True,2025-06-06T15:24:00Z,313046,836EE559-4AFE-4A03-ADA4-391AD048E8F6,1,3534.0,4.0,,"[{'ID': 603161, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 250, 'CurrentTypeID': 30, 'Quantity': 20}]",20.0,50,2025-06-06T15:24:00Z,1,2025-06-03T14:13:00Z,200,313435,Tesla Supercharger Nootdorp,Van der Valk Hotel Den Haag - Nootdorp,,,,159,52.052541,4.402053,,,0,,,,,,,,603161.0,33.0,50.0,3.0,250.0,30.0,20.0,,,,
110,True,2025-06-06T15:24:00Z,313045,28E58F04-5A20-4F77-A771-931473CA1956,1,3534.0,4.0,,"[{'ID': 603160, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 250, 'CurrentTypeID': 30, 'Quantity': 16}]",16.0,50,2025-06-06T15:24:00Z,1,2025-06-03T14:12:00Z,200,313434,Tesla Supercharger Hengelo,Hengelo,,,,159,52.287203,6.773114,,,0,,,,,,,,603160.0,33.0,50.0,3.0,250.0,30.0,16.0,,,,
111,True,2025-06-06T15:29:00Z,313044,F7F2964A-6DB7-4F98-8556-D8C69001CED0,1,3534.0,4.0,,"[{'ID': 603159, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 250, 'CurrentTypeID': 30, 'Quantity': 8}]",8.0,50,2025-06-06T15:29:00Z,1,2025-06-03T14:12:00Z,200,313433,Tesla Supercharger Heerlen,Van der Valk Hotel Heerlen,,,,159,50.892974,5.955635,,,0,,,,,,,,603159.0,33.0,50.0,3.0,250.0,30.0,8.0,,,,
112,True,2025-06-06T15:29:00Z,313043,2B880DF8-1943-404F-96D4-BD5E5E864EF0,1,3534.0,4.0,,"[{'ID': 603158, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 250, 'CurrentTypeID': 30, 'Quantity': 16}]",16.0,50,2025-06-06T15:29:00Z,1,2025-06-03T14:12:00Z,200,313432,Tesla Supercharger Harderwijk,4 Boekhorstlaan,,,,159,52.335931,5.643634,,,0,,,,,,,,603158.0,33.0,50.0,3.0,250.0,30.0,16.0,,,,
113,True,2025-06-06T15:29:00Z,313042,E8CB8A42-F69F-460B-B319-CA5C0236BA77,1,3534.0,4.0,,"[{'ID': 603157, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 250, 'CurrentTypeID': 30, 'Quantity': 16}]",16.0,50,2025-06-06T15:29:00Z,1,2025-06-03T14:12:00Z,200,313431,Tesla Supercharger Groningen,53 Borchsingel,,,,159,53.196252,6.516312,,,0,,,,,,,,603157.0,33.0,50.0,3.0,250.0,30.0,16.0,,,,
114,True,2025-06-06T15:29:00Z,313041,6DC2BDBC-433E-4823-9D54-0B71BD1E842E,1,3534.0,4.0,,"[{'ID': 603156, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 250, 'CurrentTypeID': 30, 'Quantity': 12}]",12.0,50,2025-06-06T15:29:00Z,1,2025-06-03T14:12:00Z,200,313430,Tesla Supercharger Enschede,140 Zuiderval,,,,159,52.202901,6.888668,,,0,,,,,,,,603156.0,33.0,50.0,3.0,250.0,30.0,12.0,,,,
115,True,2025-06-06T15:29:00Z,313040,E502878E-1E1C-4D6B-A3CC-19C85ABC5E8B,1,3534.0,4.0,,"[{'ID': 603155, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 250, 'CurrentTypeID': 30, 'Quantity': 12}]",12.0,50,2025-06-06T15:29:00Z,1,2025-06-03T14:11:00Z,200,313429,Tesla Supercharger Emmen,Emmen,,,,159,52.724169,6.883522,,,0,,,,,,,,603155.0,33.0,50.0,3.0,250.0,30.0,12.0,,,,
116,True,2025-06-06T15:29:00Z,313039,2FB51599-F11A-4640-BA10-0B879E5E190D,1,3534.0,4.0,,"[{'ID': 603154, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 250, 'CurrentTypeID': 30, 'Quantity': 20}]",20.0,50,2025-06-06T15:29:00Z,1,2025-06-03T14:11:00Z,200,313428,Tesla Supercharger Best,Van der Valk Hotel Eindhoven - Best,,,,159,51.490943,5.42467,,,0,,,,,,,,603154.0,33.0,50.0,3.0,250.0,30.0,20.0,,,,
117,True,2025-06-06T15:29:00Z,313038,EFCB55A1-5FE0-440B-B824-35458CA2E096,1,3534.0,4.0,,"[{'ID': 603153, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 250, 'CurrentTypeID': 30, 'Quantity': 24}]",24.0,50,2025-06-06T15:29:00Z,1,2025-06-03T14:11:00Z,200,313427,Tesla Supercharger Eemnes,Eemnes,,,,159,52.235476,5.230129,,,0,,,,,,,,603153.0,33.0,50.0,3.0,250.0,30.0,24.0,,,,
118,True,2025-06-06T15:29:00Z,313037,07BB8A27-9A39-4F3F-8DBF-BFF9439622BA,1,3534.0,4.0,,"[{'ID': 603152, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 250, 'CurrentTypeID': 30, 'Quantity': 20}]",20.0,50,2025-06-06T15:29:00Z,1,2025-06-03T14:11:00Z,200,313426,Tesla Supercharger Deventer,Van der Valk Hotel Deventer,,,,159,52.233401,6.210263,,,0,,,,,,,,603152.0,33.0,50.0,3.0,250.0,30.0,20.0,,,,
119,True,2025-06-06T15:29:00Z,313036,26425D94-6CC8-4AA5-B7CE-F4144A3B292E,1,3534.0,4.0,,"[{'ID': 603151, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 250, 'CurrentTypeID': 30, 'Quantity': 20}]",20.0,50,2025-06-06T15:29:00Z,1,2025-06-03T14:10:00Z,200,313425,Tesla Supercharger Almere,Van der Valk Almere,,,,159,52.358206,5.251964,,,0,,,,,,,,603151.0,33.0,50.0,3.0,250.0,30.0,20.0,,,,
120,True,2025-05-30T14:44:00Z,312928,E7F8F57D-1550-4825-BC1C-2E65B6E9FE76,1,179.0,6.0,Geen,"[{'ID': 603029, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'PowerKW': 11, 'CurrentTypeID': 20}]",4.0,50,2025-05-30T14:44:00Z,1,2025-05-27T14:22:00Z,200,313317,Poort van Maastricht,Rijksweg 6,Berg en Terblijt,Limburg,6325 PE,159,50.8598718681458,5.772740580411323,088 070890,https://www.europarcs.nl,0,Berg,,info.resortpoortvanmaastricht@europacs.nl, Op het terrein achter slagboom.,,,,603029.0,25.0,50.0,2.0,11.0,20.0,,,16.0,,
121,True,2025-04-28T15:17:00Z,312057,3BDFD5AF-CC62-476E-9332-96AE7241305E,1,3504.0,1.0,€0.64/kWh incl. VAT,"[{'ID': 601207, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 60, 'CurrentTypeID': 30, 'Quantity': 2}, {'ID': 601208, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 11, 'CurrentTypeID': 20, 'Quantity': 6}]",8.0,50,2025-04-28T15:17:00Z,1,2025-04-28T15:17:00Z,200,312446,LEAP24 Charging Station,Ronsseweg 17,Gouda,Zuid-Holland,2803 ZS,159,52.019422,4.708112,0800-2600005,http://www.leap24.eu,0,,,,,,,,601207.0,33.0,50.0,3.0,60.0,30.0,2.0,,,,
122,True,2025-04-28T11:02:00Z,311774,B6C1222F-4400-4FCB-B9B3-FCAFF46C52F6,1,1.0,1.0,,"[{'ID': 600672, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 500, 'PowerKW': 480, 'CurrentTypeID': 20, 'Quantity': 4, 'Comments': 'High Power laadplein van Formule 2 Tankstations. Max. 480 kW, geschikt voor alle gangbare EV’s. 24/7 toegankelijk. Betalen via laadpas of app.'}]",4.0,50,2025-04-28T11:02:00Z,1,2025-04-15T10:49:00Z,200,312163,Formule 2 Tankstations,n206 Haarlem ri. Noordwijk,Noordwijkerhout,Zuid-Holland, 2211 NX ,159,52.281489408375194,4.515687802751017,,https://formule2tankstations.nl/,0,,,info@formule-2.nl,,"Laadplein met 4 High Power laadplekken tot 480 kW (500A). CCS2 en CHAdeMO beschikbaar. 24/7 toegankelijk. Gelegen achter de reguliere pompstations bij Formule 2 Noordwijkerhout, N206 richting Noordwijk.",,,600672.0,33.0,50.0,3.0,480.0,20.0,4.0,,500.0,,"High Power laadplein van Formule 2 Tankstations. Max. 480 kW, geschikt voor alle gangbare EV’s. 24/7 toegankelijk. Betalen via laadpas of app."
123,False,2025-04-08T23:09:00Z,311591,732B0D05-361A-4519-9826-160369627F89,1,3394.0,6.0,,"[{'ID': 600358, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 11, 'CurrentTypeID': 10, 'Quantity': 100}, {'ID': 600359, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 11, 'CurrentTypeID': 10, 'Quantity': 100}, {'ID': 600360, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 11, 'CurrentTypeID': 10, 'Quantity': 42}]",242.0,50,2025-04-08T23:09:00Z,1,2025-04-05T23:00:00Z,200,311980,Efteling Parking,Europalaan 3,Kaatsheuvel,KW,5171,159,51.65016454967139,5.041580309169291,,,0,,,,,,,,600358.0,25.0,50.0,2.0,11.0,10.0,100.0,,,,
124,False,2025-04-04T14:41:00Z,311533,2CBDA630-C1F8-46CA-975D-4374905B7528,1,3504.0,1.0,€0.59/kWh incl. VAT,"[{'ID': 600266, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 120, 'CurrentTypeID': 30, 'Quantity': 2}]",2.0,50,2025-04-04T14:41:00Z,1,2025-04-04T14:41:00Z,200,311922,LEAP24 Charging Station,Wekkerstraat 20,Eindhoven,Noord-Brabant,5652AN,159,51.43397129917194,5.427430326300366,0800-2600005,http://leap24.eu,0,,,,,,,,600266.0,33.0,50.0,3.0,120.0,30.0,2.0,,,,
125,False,2025-04-02T11:39:00Z,311440,99C4534E-C41A-4AEF-8404-0A20F7807B74,1,1.0,5.0,,"[{'ID': 600132, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 150, 'CurrentTypeID': 30, 'Quantity': 2}]",2.0,50,2025-04-02T11:39:00Z,1,2025-03-30T11:36:00Z,200,311829,ChargePost Tango Vaassen,Riezebosweg 18,Vaassen,Gelderland,8172MG,159,52.29577910826151,5.990005127949644,,,0,,,,,,,,600132.0,33.0,50.0,3.0,150.0,30.0,2.0,,,,
126,False,2025-03-29T03:34:00Z,311282,D0036571-3F86-4078-85B2-3F97F5ABA110,1,108.0,4.0,,"[{'ID': 599844, 'ConnectionTypeID': 25, 'Reference': 'CX0283', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 599989, 'ConnectionTypeID': 25, 'Reference': 'CX4104', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11, 'CurrentTypeID': 20, 'Quantity': 1}]",2.0,50,2025-03-29T03:34:00Z,1,2025-03-19T11:24:00Z,200,311671,De Meent 6,De Meent 6,Lelystad,,8224BR,159,52.514282982716,5.476251813889007,,,0,,,,,,a44555b8-740f-44fd-88ee-bafdabf948ab,,599844.0,25.0,50.0,2.0,11.0,20.0,1.0,CX0283,16.0,400.0,
127,False,2025-03-03T13:47:00Z,309183,E7B081F0-DE94-4D9A-9ABA-D7D6527D2D3E,1,3504.0,1.0,0.64 per kWh,"[{'ID': 592939, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 240, 'CurrentTypeID': 30, 'Quantity': 2}]",2.0,50,2025-03-03T13:47:00Z,1,2025-03-03T13:47:00Z,200,309572,LEAP24 Charging Station,Karveelweg 25,Maastricht,,6222 NJ,159,50.87443597908411,5.705049092322648,0800-2600005,http://www.leap24.eu,0,,,,,,,,592939.0,33.0,50.0,3.0,240.0,30.0,2.0,,,,
